11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
9.3,27,72762,3560.4,9757.7,644.74,644.74,1092,288,781.88,4.519,0.998,22.88,1.05,90.854,1.798,0.969,0.977
1.138,3,803.46,1363.6,6653.4,8.303,8.303,469.26,288,549.43,1.118,0.998,6.051,1.019,2.028,0.088,0.969,0.978
2.088,6,3017,1353.4,6778.6,23.902,23.902,519.02,288,561.01,1.203,0.998,6.534,1.019,16.123,0.155,0.969,0.978
3.144,9,8377.2,1386.7,7076.1,60.327,60.327,594.73,288,582.95,1.391,0.998,7.561,1.02,12.661,0.251,0.969,0.978
4.161,12,14722,1547.5,7755,113.77,113.77,649.9,288,609.17,1.661,0.998,8.998,1.022,17.63,0.349,0.969,0.978
5.14,15,21631,1924.3,8479.2,175.24,175.24,718.3,288,640.32,2.084,0.998,11.191,1.026,25.745,0.51,0.969,0.978
6.175,18,29765,2307,8810.1,246.01,246.01,786.82,288,670.99,2.507,0.998,13.346,1.03,35.026,0.693,0.969,0.978
7.148,21,38993,2678.1,9124.5,332.33,332.33,838.67,288,693.43,2.974,0.998,15.69,1.035,44.954,0.89,0.969,0.978
8.206,24,50995,3087.5,9308.1,438.07,438.07,936.26,288,735.17,3.587,0.998,18.632,1.041,61.41,1.216,0.969,0.978
9.3,27,72763,3560.4,9758.5,644.85,644.85,1091.1,288,781.73,4.518,0.998,22.853,1.05,90.747,1.796,0.969,0.978
1.138,3,1776.2,1397.7,6679.6,10.3,10.3,495.91,288,555.08,1.161,0.998,6.28,1.019,0,0.117,0.969,0.979
2.088,6,3014.2,1353.5,6781.2,23.932,23.932,518.13,288,560.84,1.203,0.998,6.527,1.019,16.026,0.154,0.969,0.979
3.144,9,8377.3,1386.7,7078.7,60.336,60.336,593.91,288,582.81,1.391,0.998,7.553,1.02,12.627,0.25,0.969,0.979
4.161,12,14722,1547.5,7757,113.77,113.77,649.01,288,609.01,1.661,0.998,8.989,1.022,17.587,0.348,0.969,0.979
5.14,15,21631,1924.3,8480.1,175.27,175.27,717.32,288,640.14,2.083,0.998,11.18,1.026,25.689,0.508,0.969,0.979
6.175,18,29767,2307,8811.2,246.01,246.01,785.71,288,670.77,2.507,0.998,13.333,1.03,34.955,0.692,0.969,0.979
7.148,21,38992,2678.1,9125,332.23,332.23,837.63,288,693.26,2.974,0.998,15.673,1.035,44.872,0.888,0.969,0.979
8.206,24,50995,3087.5,9308.5,437.98,437.98,935.2,288,735,3.586,0.998,18.61,1.041,61.311,1.214,0.969,0.979
9.3,27,72763,3560.4,9759.3,645.03,645.03,1090.2,288,781.57,4.516,0.998,22.825,1.05,90.64,1.794,0.969,0.979
1.138,3,3261.3,1414.4,6694.6,11.329,11.329,540.63,288,562.63,1.219,0.998,6.6,1.019,0,0.169,0.969,0.98
2.088,6,2994.4,1354.2,6784.2,24.06,24.06,516.47,288,560.61,1.202,0.998,6.517,1.019,15.674,0.152,0.969,0.98
3.144,9,8377.4,1386.7,7081.2,60.331,60.331,593.1,288,582.66,1.39,0.998,7.546,1.02,12.593,0.249,0.969,0.98
4.161,12,14722,1547.5,7759,113.75,113.75,648.13,288,608.84,1.66,0.998,8.98,1.022,17.544,0.347,0.969,0.98
5.14,15,21631,1924.3,8481,175.29,175.29,716.34,288,639.96,2.083,0.998,11.168,1.026,25.632,0.507,0.969,0.98
6.175,18,29770,2307.1,8812.4,245.98,245.98,784.6,288,670.56,2.506,0.998,13.32,1.03,34.883,0.691,0.969,0.98
7.148,21,38992,2678.1,9125.5,332.3,332.3,836.59,288,693.09,2.973,0.998,15.655,1.035,44.79,0.887,0.969,0.98
8.206,24,50995,3087.5,9308.9,437.97,437.97,934.12,288,734.83,3.586,0.998,18.589,1.041,61.211,1.212,0.969,0.98
9.3,27,72764,3560.4,9760.2,645.02,645.02,1089.3,288,781.42,4.515,0.998,22.798,1.05,90.534,1.792,0.969,0.98
1.138,3,6065.7,1396,6686.9,10.25,10.25,622.55,288,573.6,1.306,0.998,7.098,1.019,0.207,0.267,0.969,0.981
2.088,6,2853.8,1358.4,6789.4,24.813,24.813,509.53,288,559.83,1.198,0.998,6.484,1.019,13.114,0.142,0.969,0.981
3.144,9,8377.5,1386.7,7083.8,60.335,60.335,592.29,288,582.51,1.39,0.998,7.539,1.02,12.559,0.249,0.969,0.981
4.161,12,14722,1547.5,7761,113.78,113.78,647.24,288,608.68,1.66,0.998,8.97,1.022,17.502,0.346,0.969,0.981
5.14,15,21631,1924.3,8481.9,175.29,175.29,715.37,288,639.77,2.083,0.998,11.157,1.026,25.576,0.506,0.969,0.981
6.175,18,29775,2307.3,8813.6,246.03,246.03,783.51,288,670.34,2.506,0.998,13.307,1.03,34.814,0.689,0.969,0.981
7.148,21,38991,2678.1,9126,332.27,332.27,835.55,288,692.91,2.973,0.998,15.638,1.035,44.709,0.885,0.969,0.981
8.206,24,50995,3087.5,9309.3,438.09,438.09,933.05,288,734.66,3.585,0.998,18.568,1.041,61.111,1.21,0.969,0.981
9.3,27,72766,3560.4,9761,645.07,645.07,1088.4,288,781.27,4.514,0.998,22.77,1.05,90.428,1.79,0.969,0.981
1.138,3,6892.4,1344.2,6656.7,7.255,7.255,658.21,288,575.28,1.315,0.998,7.177,1.019,21.206,0.324,0.969,0.982
2.088,6,2850.4,1359.4,6792.6,24.991,24.991,508.3,288,559.68,1.198,0.998,6.478,1.019,12.676,0.141,0.969,0.982
3.144,9,8377.6,1386.7,7086.3,60.334,60.334,591.48,288,582.36,1.39,0.998,7.531,1.02,12.525,0.248,0.969,0.982
4.161,12,14722,1547.5,7762.9,113.77,113.77,646.36,288,608.52,1.66,0.998,8.961,1.022,17.459,0.346,0.969,0.982
5.14,15,21631,1924.3,8482.8,175.28,175.28,714.39,288,639.59,2.083,0.998,11.145,1.026,25.52,0.505,0.969,0.982
6.175,18,29784,2307.5,8814.9,246.16,246.16,782.44,288,670.14,2.506,0.998,13.295,1.03,34.745,0.688,0.969,0.982
7.148,21,38991,2678.1,9126.6,332.31,332.31,834.52,288,692.74,2.972,0.998,15.621,1.035,44.627,0.884,0.969,0.982
8.206,24,50995,3087.5,9309.7,438.06,438.06,931.99,288,734.5,3.584,0.998,18.547,1.041,61.012,1.208,0.969,0.982
9.3,27,72767,3560.4,9761.9,644.81,644.81,1087.5,288,781.12,4.513,0.998,22.743,1.05,90.322,1.788,0.969,0.982
1.138,3,4819.9,1317.8,6640.6,5.792,5.792,609.04,288,567.1,1.249,0.998,6.796,1.019,31.316,0.272,0.969,0.983
2.088,6,2830.3,1361.5,6796.4,25.371,25.371,506.07,288,559.46,1.198,0.998,6.469,1.019,11.443,0.137,0.969,0.983
3.144,9,8377.7,1386.7,7088.9,60.334,60.334,590.67,288,582.22,1.39,0.998,7.524,1.02,12.492,0.247,0.969,0.983
4.161,12,14722,1547.5,7764.9,113.76,113.76,645.48,288,608.36,1.66,0.998,8.952,1.022,17.417,0.345,0.969,0.983
5.14,15,21632,1924.3,8483.7,175.28,175.28,713.42,288,639.41,2.082,0.998,11.134,1.026,25.464,0.504,0.969,0.983
6.175,18,29789,2307.5,8816,246.19,246.19,781.4,288,669.93,2.506,0.998,13.282,1.03,34.686,0.687,0.969,0.983
7.148,21,38990,2678.1,9127.1,332.26,332.26,833.49,288,692.57,2.971,0.998,15.604,1.035,44.545,0.882,0.969,0.983
8.206,24,50995,3087.5,9310.1,437.96,437.96,930.93,288,734.33,3.583,0.998,18.526,1.041,60.913,1.206,0.969,0.983
9.3,27,72768,3560.4,9762.7,645.1,645.1,1086.6,288,780.97,4.512,0.998,22.716,1.05,90.214,1.786,0.969,0.983
1.138,3,3051.1,1312.8,6638,5.513,5.513,559.71,288,559.86,1.193,0.998,6.478,1.019,31.854,0.215,0.969,0.984
2.088,6,2827.5,1363.4,6800.1,25.712,25.712,504.39,288,559.32,1.198,0.998,6.463,1.019,10.326,0.135,0.969,0.984
3.144,9,8377.9,1386.8,7091.4,60.345,60.345,589.86,288,582.07,1.39,0.998,7.517,1.02,12.458,0.247,0.969,0.984
4.161,12,14722,1547.5,7766.9,113.77,113.77,644.6,288,608.2,1.66,0.998,8.943,1.022,17.374,0.344,0.969,0.984
5.14,15,21632,1924.3,8484.6,175.3,175.3,712.45,288,639.23,2.082,0.998,11.122,1.026,25.408,0.503,0.969,0.984
6.175,18,29790,2307.5,8817,246.25,246.25,780.3,288,669.71,2.506,0.998,13.269,1.03,34.613,0.685,0.969,0.984
7.148,21,38990,2678.1,9127.6,332.19,332.19,832.46,288,692.4,2.971,0.998,15.587,1.035,44.464,0.88,0.969,0.984
8.206,24,50995,3087.5,9310.5,438.06,438.06,929.87,288,734.17,3.582,0.998,18.505,1.041,60.816,1.204,0.969,0.984
9.3,27,72768,3560.4,9763.5,644.81,644.81,1085.7,288,780.82,4.51,0.998,22.688,1.05,90.107,1.784,0.969,0.984
1.138,3,632.18,1329.7,6648,6.403,6.403,473.66,288,547.56,1.108,0.998,5.977,1.019,18.428,0.107,0.969,0.985
2.088,6,2836.8,1366,6804.3,26.184,26.184,502.82,288,559.24,1.199,0.998,6.46,1.019,8.595,0.132,0.969,0.985
3.144,9,8377.9,1386.8,7094,60.344,60.344,589.06,288,581.92,1.39,0.998,7.509,1.02,12.424,0.246,0.969,0.985
4.161,12,14722,1547.5,7768.9,113.76,113.76,643.73,288,608.04,1.659,0.998,8.934,1.022,17.332,0.343,0.969,0.985
5.14,15,21632,1924.3,8485.5,175.25,175.25,711.48,288,639.05,2.082,0.998,11.111,1.026,25.352,0.502,0.969,0.985
6.175,18,29790,2307.5,8818.1,246.18,246.18,779.2,288,669.49,2.506,0.998,13.255,1.03,34.541,0.684,0.969,0.985
7.148,21,38989,2678.1,9128.1,332.28,332.28,831.44,288,692.23,2.97,0.998,15.57,1.035,44.383,0.879,0.969,0.985
8.206,24,50995,3087.5,9310.9,437.99,437.99,928.82,288,734.01,3.581,0.998,18.485,1.041,60.718,1.202,0.969,0.985
9.3,27,72770,3560.4,9764.3,645.1,645.1,1084.9,288,780.68,4.509,0.998,22.661,1.05,90.001,1.782,0.969,0.985
1.138,3,566.66,1358.9,6669.5,8.022,8.022,455.97,288,546.91,1.108,0.998,5.953,1.019,1.816,0.075,0.969,0.986
2.088,6,2884.2,1368.8,6808.6,26.704,26.704,502.42,288,559.37,1.201,0.998,6.465,1.019,7.485,0.131,0.969,0.986
3.144,9,8378,1386.8,7096.5,60.346,60.346,588.25,288,581.78,1.39,0.998,7.502,1.02,12.391,0.245,0.969,0.986
4.161,12,14722,1547.5,7770.9,113.77,113.77,642.85,288,607.88,1.659,0.998,8.925,1.022,17.29,0.342,0.969,0.986
5.14,15,21632,1924.3,8486.4,175.28,175.28,710.52,288,638.87,2.081,0.998,11.1,1.026,25.297,0.501,0.969,0.986
6.175,18,29790,2307.5,8819.1,246.26,246.26,778.1,288,669.27,2.505,0.998,13.241,1.03,34.469,0.682,0.969,0.986
7.148,21,38989,2678.1,9128.6,332.27,332.27,830.41,288,692.06,2.97,0.998,15.553,1.035,44.302,0.877,0.969,0.986
8.206,24,50995,3087.5,9311.3,438.13,438.13,927.77,288,733.85,3.581,0.998,18.464,1.041,60.62,1.2,0.969,0.986
9.3,27,72770,3560.4,9765.1,644.84,644.84,1084,288,780.53,4.508,0.998,22.634,1.05,89.894,1.779,0.969,0.986
1.138,3,1279.6,1386.1,6690.9,9.599,9.599,475.76,288,551.07,1.139,0.998,6.118,1.019,0,0.096,0.969,0.987
2.088,6,2896,1369.8,6811.9,26.888,26.888,501.55,288,559.29,1.201,0.998,6.462,1.019,6.79,0.13,0.969,0.987
3.144,9,8378.1,1386.8,7099.1,60.342,60.342,587.45,288,581.63,1.39,0.998,7.495,1.02,12.357,0.245,0.969,0.987
4.161,12,14722,1547.5,7772.9,113.76,113.76,641.98,288,607.72,1.659,0.998,8.916,1.022,17.248,0.341,0.969,0.987
5.14,15,21633,1924.3,8487.3,175.26,175.26,709.55,288,638.69,2.081,0.998,11.088,1.026,25.241,0.5,0.969,0.987
6.175,18,29791,2307.5,8820.1,246.19,246.19,777.01,288,669.05,2.505,0.998,13.228,1.03,34.397,0.681,0.969,0.987
7.148,21,38989,2678.1,9129.1,332.16,332.16,829.39,288,691.89,2.969,0.998,15.536,1.035,44.222,0.876,0.969,0.987
8.206,24,50995,3087.5,9311.8,438.11,438.11,926.73,288,733.68,3.58,0.998,18.443,1.041,60.523,1.198,0.969,0.987
9.3,27,72772,3560.4,9766,644.88,644.88,1083.1,288,780.38,4.507,0.998,22.607,1.05,89.788,1.777,0.969,0.987
1.138,3,1940,1402.3,6704.9,10.569,10.569,494.86,288,554.73,1.167,0.998,6.267,1.019,0,0.118,0.969,0.988
2.088,6,2955.2,1371.8,6815.7,27.262,27.262,501.88,288,559.47,1.204,0.998,6.47,1.019,6.002,0.13,0.969,0.988
3.144,9,8378.2,1386.8,7101.7,60.341,60.341,586.65,288,581.48,1.389,0.998,7.488,1.02,12.324,0.244,0.969,0.988
4.161,12,14722,1547.5,7774.9,113.76,113.76,641.11,288,607.56,1.659,0.998,8.907,1.022,17.206,0.341,0.969,0.988
5.14,15,21633,1924.3,8488.2,175.27,175.27,708.59,288,638.51,2.081,0.998,11.077,1.026,25.186,0.499,0.969,0.988
6.175,18,29791,2307.4,8821.1,246.27,246.27,775.92,288,668.83,2.504,0.998,13.214,1.03,34.325,0.68,0.969,0.988
7.148,21,38988,2678.1,9129.6,332.21,332.21,828.38,288,691.72,2.968,0.998,15.519,1.035,44.141,0.874,0.969,0.988
8.206,24,50995,3087.5,9312.2,438.11,438.11,925.68,288,733.52,3.579,0.998,18.423,1.041,60.426,1.196,0.969,0.988
9.3,27,72772,3560.4,9766.8,645.08,645.08,1082.2,288,780.24,4.506,0.998,22.58,1.05,89.683,1.775,0.969,0.988
1.138,3,2871.4,1414.1,6716.1,11.301,11.301,522.27,288,559.42,1.204,0.998,6.463,1.019,0,0.15,0.969,0.989
2.088,6,2967.1,1372.3,6818.5,27.343,27.343,501.26,288,559.34,1.204,0.998,6.465,1.02,5.274,0.129,0.969,0.989
3.144,9,8378.3,1386.8,7104.2,60.343,60.343,585.86,288,581.34,1.389,0.998,7.48,1.02,12.29,0.243,0.969,0.989
4.161,12,14722,1547.5,7776.9,113.78,113.78,640.25,288,607.4,1.659,0.998,8.898,1.022,17.164,0.34,0.969,0.989
5.14,15,21633,1924.3,8489.1,175.29,175.29,707.64,288,638.33,2.081,0.998,11.066,1.026,25.13,0.497,0.969,0.989
6.175,18,29792,2307.4,8822.2,246.22,246.22,774.83,288,668.61,2.504,0.998,13.201,1.03,34.254,0.678,0.969,0.989
7.148,21,38988,2678.1,9130.1,332.16,332.16,827.37,288,691.55,2.968,0.998,15.502,1.035,44.061,0.872,0.969,0.989
8.206,24,50994,3087.5,9312.6,438.05,438.05,924.65,288,733.36,3.578,0.998,18.402,1.041,60.329,1.194,0.969,0.989
9.3,27,72773,3560.4,9767.6,644.78,644.78,1081.4,288,780.1,4.504,0.998,22.553,1.05,89.579,1.773,0.969,0.989
1.138,3,3644.4,1416.5,6720.7,11.457,11.457,544.62,288,562.92,1.232,0.998,6.614,1.019,0,0.177,0.969,0.99
2.088,6,3058.1,1375,6822.8,27.848,27.848,502.19,288,559.66,1.208,0.998,6.478,1.02,3.909,0.129,0.969,0.99
3.144,9,8378.4,1386.8,7106.8,60.351,60.351,585.06,288,581.19,1.389,0.998,7.473,1.02,12.257,0.243,0.969,0.99
4.161,12,14723,1547.5,7778.9,113.77,113.77,639.38,288,607.24,1.658,0.998,8.89,1.023,17.122,0.339,0.969,0.99
5.14,15,21633,1924.3,8490,175.29,175.29,706.68,288,638.15,2.08,0.998,11.055,1.026,25.075,0.496,0.969,0.99
6.175,18,29792,2307.4,8823.2,246.2,246.2,773.75,288,668.39,2.504,0.998,13.187,1.03,34.182,0.677,0.969,0.99
7.148,21,38987,2678.1,9130.6,332.2,332.2,826.35,288,691.38,2.967,0.998,15.485,1.035,43.981,0.871,0.969,0.99
8.206,24,50994,3087.5,9313,438.11,438.11,923.61,288,733.2,3.577,0.998,18.382,1.041,60.233,1.192,0.969,0.99
9.3,27,72774,3560.4,9768.4,644.79,644.79,1080.5,288,779.96,4.503,0.998,22.527,1.05,89.475,1.771,0.969,0.99
1.138,3,4217.2,1415,6722.6,11.37,11.37,560.79,288,565.26,1.251,0.998,6.717,1.019,0,0.196,0.969,0.991
2.088,6,3110.5,1376.1,6826,28.05,28.05,502.78,288,559.83,1.21,0.998,6.486,1.02,3.771,0.13,0.969,0.991
3.144,9,8378.5,1386.8,7109.3,60.348,60.348,584.26,288,581.05,1.389,0.998,7.466,1.02,12.224,0.242,0.969,0.991
4.161,12,14723,1547.5,7780.9,113.78,113.78,638.52,288,607.08,1.658,0.998,8.881,1.023,17.08,0.338,0.969,0.991
5.14,15,21633,1924.3,8490.9,175.3,175.3,705.73,288,637.97,2.08,0.998,11.043,1.026,25.02,0.495,0.969,0.991
6.175,18,29792,2307.4,8824.2,246.21,246.21,772.67,288,668.17,2.503,0.998,13.174,1.03,34.111,0.675,0.969,0.991
7.148,21,38987,2678.1,9131.1,332.25,332.25,825.35,288,691.22,2.967,0.998,15.469,1.035,43.901,0.869,0.969,0.991
8.206,24,50994,3087.5,9313.4,438.11,438.11,922.58,288,733.04,3.577,0.998,18.361,1.041,60.137,1.191,0.969,0.991
9.3,27,72774,3560.4,9769.2,645.06,645.06,1079.7,288,779.82,4.502,0.998,22.5,1.05,89.371,1.769,0.969,0.991
1.138,3,4663.9,1412.7,6723.9,11.234,11.234,573.09,288,566.79,1.265,0.998,6.785,1.019,0,0.211,0.969,0.992
2.088,6,3168.4,1377.3,6829.4,28.276,28.276,503.42,288,559.97,1.212,0.998,6.492,1.02,3.002,0.131,0.969,0.992
3.144,9,8378.6,1386.8,7111.9,60.354,60.354,583.47,288,580.9,1.389,0.998,7.459,1.02,12.19,0.241,0.969,0.992
4.161,12,14723,1547.5,7782.9,113.78,113.78,637.66,288,606.92,1.658,0.998,8.872,1.023,17.039,0.337,0.969,0.992
5.14,15,21633,1924.3,8491.8,175.32,175.32,704.78,288,637.8,2.08,0.998,11.032,1.026,24.965,0.494,0.969,0.992
6.175,18,29792,2307.4,8825.3,246.21,246.21,771.59,288,667.95,2.503,0.998,13.16,1.03,34.04,0.674,0.969,0.992
7.148,21,38987,2678.1,9131.6,332.23,332.23,824.34,288,691.05,2.966,0.998,15.452,1.035,43.821,0.868,0.969,0.992
8.206,24,50994,3087.5,9313.8,438.05,438.05,921.55,288,732.89,3.576,0.998,18.341,1.041,60.041,1.189,0.969,0.992
9.3,27,72775,3560.4,9770,644.99,644.99,1078.8,288,779.68,4.501,0.998,22.473,1.05,89.267,1.767,0.969,0.992
1.138,3,5580.5,1403.3,6720.9,10.672,10.672,598.02,288,570.18,1.292,0.998,6.939,1.019,0,0.242,0.969,0.993
2.088,6,3196.8,1377.8,6832.2,28.377,28.377,503.53,288,559.93,1.213,0.998,6.49,1.02,2.746,0.131,0.969,0.993
3.144,9,8378.7,1386.8,7114.5,60.355,60.355,582.68,288,580.75,1.389,0.998,7.452,1.02,12.157,0.241,0.969,0.993
4.161,12,14723,1547.5,7784.9,113.78,113.78,636.8,288,606.77,1.658,0.998,8.863,1.023,16.997,0.336,0.969,0.993
5.14,15,21634,1924.3,8492.7,175.27,175.27,703.83,288,637.62,2.079,0.998,11.021,1.026,24.91,0.493,0.969,0.993
6.175,18,29793,2307.4,8826.3,246.25,246.25,770.51,288,667.74,2.503,0.998,13.147,1.03,33.969,0.673,0.969,0.993
7.148,21,38986,2678.1,9132.1,332.21,332.21,823.34,288,690.88,2.965,0.998,15.435,1.035,43.742,0.866,0.969,0.993
8.206,24,50994,3087.5,9314.2,438.03,438.03,920.52,288,732.73,3.575,0.998,18.32,1.041,59.945,1.187,0.969,0.993
9.3,27,72776,3560.4,9770.8,644.94,644.94,1077.9,288,779.54,4.5,0.998,22.447,1.05,89.163,1.765,0.969,0.993
1.138,3,7129.7,1374.8,6706.3,8.989,8.989,644.43,288,575,1.33,0.998,7.165,1.019,4.112,0.304,0.969,0.994
2.088,6,3426.8,1382,6837.4,29.153,29.153,508.55,288,560.79,1.222,0.998,6.527,1.02,0.429,0.136,0.969,0.994
3.144,9,8378.8,1386.8,7117,60.353,60.353,581.89,288,580.61,1.389,0.998,7.445,1.02,12.124,0.24,0.969,0.994
4.161,12,14723,1547.5,7786.9,113.79,113.79,635.94,288,606.61,1.657,0.998,8.854,1.023,16.955,0.336,0.969,0.994
5.14,15,21634,1924.3,8493.6,175.27,175.27,702.89,288,637.44,2.079,0.998,11.01,1.026,24.855,0.492,0.969,0.994
6.175,18,29793,2307.4,8827.3,246.22,246.22,769.44,288,667.52,2.502,0.998,13.133,1.03,33.898,0.671,0.969,0.994
7.148,21,38986,2678.1,9132.6,332.16,332.16,822.34,288,690.72,2.965,0.998,15.418,1.035,43.662,0.864,0.969,0.994
8.206,24,50994,3087.5,9314.6,438.07,438.07,919.5,288,732.57,3.574,0.998,18.3,1.041,59.85,1.185,0.969,0.994
9.3,27,72776,3560.4,9771.6,644.8,644.8,1077.1,288,779.4,4.498,0.998,22.42,1.05,89.06,1.763,0.969,0.994
1.138,3,7071.5,1346.4,6690.8,7.37,7.37,649.81,288,574.02,1.32,0.998,7.118,1.019,19.317,0.319,0.969,0.995
2.088,6,3447.6,1382.1,6840,29.185,29.185,508.45,288,560.91,1.223,0.998,6.532,1.02,0.698,0.136,0.969,0.995
3.144,9,8378.9,1386.8,7119.6,60.357,60.357,581.1,288,580.46,1.389,0.998,7.437,1.02,12.091,0.239,0.969,0.995
4.161,12,14723,1547.5,7788.9,113.78,113.78,635.09,288,606.45,1.657,0.998,8.845,1.023,16.914,0.335,0.969,0.995
5.14,15,21634,1924.3,8494.5,175.32,175.32,701.94,288,637.26,2.079,0.998,10.999,1.026,24.8,0.491,0.969,0.995
6.175,18,29793,2307.3,8828.3,246.22,246.22,768.38,288,667.3,2.502,0.998,13.12,1.03,33.827,0.67,0.969,0.995
7.148,21,38985,2678.1,9133.1,332.21,332.21,821.34,288,690.55,2.964,0.998,15.402,1.035,43.583,0.863,0.969,0.995
8.206,24,50994,3087.5,9315,437.95,437.95,918.48,288,732.42,3.573,0.998,18.28,1.041,59.754,1.183,0.969,0.995
9.3,27,72777,3560.4,9772.4,645.14,645.14,1076.2,288,779.26,4.497,0.998,22.394,1.05,88.957,1.761,0.969,0.995
1.138,3,6016.3,1326.3,6679.8,6.245,6.245,626.65,288,569.75,1.285,0.998,6.918,1.019,27.628,0.296,0.969,0.996
2.088,6,3613.8,1384.6,6844.1,29.641,29.641,512.31,288,561.41,1.229,0.998,6.554,1.02,0,0.141,0.969,0.996
3.144,9,8379.1,1386.8,7122.1,60.354,60.354,580.31,288,580.32,1.389,0.998,7.43,1.02,12.058,0.239,0.969,0.996
4.161,12,14723,1547.5,7790.9,113.78,113.78,634.24,288,606.29,1.657,0.998,8.836,1.023,16.872,0.334,0.969,0.996
5.14,15,21634,1924.3,8495.5,175.27,175.27,701,288,637.09,2.079,0.998,10.988,1.026,24.746,0.49,0.969,0.996
6.175,18,29794,2307.3,8829.4,246.24,246.24,767.31,288,667.09,2.502,0.998,13.106,1.03,33.757,0.668,0.969,0.996
7.148,21,38985,2678.1,9133.6,332.11,332.11,820.35,288,690.39,2.964,0.998,15.385,1.036,43.504,0.861,0.969,0.996
8.206,24,50994,3087.5,9315.5,437.95,437.95,917.46,288,732.26,3.573,0.998,18.259,1.041,59.659,1.181,0.969,0.996
9.3,27,72778,3560.4,9773.2,645.15,645.15,1075.4,288,779.12,4.496,0.998,22.367,1.05,88.854,1.759,0.969,0.996
1.138,3,4539.2,1314,6673.2,5.565,5.565,590.27,288,564.15,1.239,0.998,6.666,1.019,31.893,0.255,0.969,0.997
2.088,6,3623.4,1384.5,6846.5,29.628,29.628,511.96,288,561.37,1.229,0.998,6.552,1.02,0,0.141,0.969,0.997
3.144,9,8379.2,1386.8,7124.7,60.361,60.361,579.53,288,580.17,1.388,0.998,7.423,1.02,12.025,0.238,0.969,0.997
4.161,12,14723,1547.5,7792.9,113.79,113.79,633.39,288,606.14,1.657,0.998,8.828,1.023,16.831,0.333,0.969,0.997
5.14,15,21634,1924.3,8496.4,175.28,175.28,700.07,288,636.91,2.078,0.998,10.977,1.026,24.691,0.489,0.969,0.997
6.175,18,29794,2307.3,8830.4,246.26,246.26,766.25,288,666.88,2.501,0.998,13.093,1.03,33.686,0.667,0.969,0.997
7.148,21,38985,2678.1,9134.1,332.16,332.16,819.35,288,690.22,2.963,0.998,15.368,1.036,43.425,0.86,0.969,0.997
8.206,24,50994,3087.5,9315.9,438.1,438.1,916.45,288,732.11,3.572,0.998,18.239,1.041,59.565,1.179,0.969,0.997
9.3,27,72778,3560.4,9774,644.81,644.81,1074.5,288,778.99,4.495,0.998,22.341,1.05,88.751,1.757,0.969,0.997
1.138,3,2940.4,1310.3,6671.6,5.364,5.364,546,288,557.32,1.188,0.998,6.373,1.019,31.309,0.203,0.969,0.998
2.088,6,3846.8,1387.3,6850.8,30.157,30.157,517.39,288,562.25,1.237,0.998,6.59,1.02,0,0.147,0.969,0.998
3.144,9,8379.3,1386.8,7127.3,60.356,60.356,578.75,288,580.03,1.388,0.998,7.416,1.02,11.992,0.237,0.969,0.998
4.161,12,14723,1547.5,7794.9,113.79,113.79,632.54,288,605.98,1.657,0.998,8.819,1.023,16.79,0.332,0.969,0.998
5.14,15,21634,1924.3,8497.3,175.29,175.29,699.13,288,636.74,2.078,0.998,10.966,1.026,24.637,0.488,0.969,0.998
6.175,18,29794,2307.3,8831.4,246.29,246.29,765.19,288,666.66,2.501,0.998,13.08,1.03,33.616,0.666,0.969,0.998
7.148,21,38984,2678.1,9134.6,332.18,332.18,818.36,288,690.06,2.962,0.998,15.352,1.036,43.347,0.858,0.969,0.998
8.206,24,50994,3087.5,9316.3,437.97,437.97,915.44,288,731.96,3.571,0.998,18.219,1.042,59.47,1.177,0.969,0.998
9.3,27,72779,3560.4,9774.8,644.83,644.83,1073.7,288,778.85,4.494,0.998,22.315,1.05,88.649,1.755,0.969,0.998
1.138,3,1185,1318.2,6676.8,5.765,5.765,488.06,288,548.67,1.128,0.998,6.022,1.019,24.113,0.132,0.969,0.999
2.088,6,3911.6,1388.1,6853.9,30.319,30.319,518.49,288,562.43,1.24,0.998,6.598,1.02,0,0.149,0.969,0.999
3.144,9,8379.4,1386.8,7129.8,60.357,60.357,577.96,288,579.88,1.388,0.998,7.409,1.02,11.959,0.237,0.969,0.999
4.161,12,14723,1547.5,7796.9,113.79,113.79,631.69,288,605.82,1.656,0.998,8.81,1.023,16.749,0.332,0.969,0.999
5.14,15,21634,1924.3,8498.2,175.32,175.32,698.2,288,636.56,2.078,0.998,10.955,1.026,24.583,0.487,0.969,0.999
6.175,18,29795,2307.3,8832.4,246.24,246.24,764.14,288,666.45,2.501,0.998,13.066,1.03,33.546,0.664,0.969,0.999
7.148,21,38984,2678.1,9135.1,332.14,332.14,817.38,288,689.89,2.962,0.998,15.335,1.036,43.268,0.857,0.969,0.999
8.206,24,50994,3087.5,9316.7,438,438,914.43,288,731.8,3.57,0.998,18.199,1.042,59.376,1.175,0.969,0.999
9.3,27,72780,3560.4,9775.5,644.84,644.84,1072.9,288,778.72,4.493,0.998,22.288,1.05,88.547,1.753,0.969,0.999
1.138,3,727.88,1324.8,6682.9,6.124,6.124,468.97,288,545.96,1.111,0.998,5.917,1.019,19.636,0.107,0.969,1
